Arxiv	cc1a974ad18d11ea9a8facde48001122	Effects on Amorphous Silicon Photovoltaic Performance from
  High-temperature Annealing Pulses in Photovoltaic Thermal Hybrid Devices	cond-mat.mtrl-sci	http://arxiv.org/abs/1203.1216v1
Arxiv	cdf5f94cd18d11ea9a8facde48001122	Selective oxidation-induced strengthening of Zr/Nb nanoscale multilayers	cond-mat.mtrl-sci	http://arxiv.org/abs/1609.06882v1
Arxiv	d100f57ed18d11ea9a8facde48001122	Effective optimization using sample persistence: A case study on quantum
  annealers and various Monte Carlo optimization methods	cs.DM	http://arxiv.org/abs/1706.07826v3
Arxiv	d291cb02d18d11ea9a8facde48001122	Optimizing regularized Cholesky score for order-based learning of
  Bayesian networks	stat.ML	http://arxiv.org/abs/1904.12360v1
Arxiv	d42295a0d18d11ea9a8facde48001122	A quantum annealer with fully programmable all-to-all coupling via
  Floquet engineering	quant-ph	http://arxiv.org/abs/1907.05483v1
Arxiv	d5c3476ad18d11ea9a8facde48001122	Genome assembly using quantum and quantum-inspired annealing	quant-ph	http://arxiv.org/abs/2004.06719v2
Arxiv	d7634f5cd18d11ea9a8facde48001122	Simulation of Galam's contrarian opinions	cond-mat.stat-mech	http://arxiv.org/abs/cond-mat/0308381v1
Arxiv	d90309ced18d11ea9a8facde48001122	Fuzzy Inference Systems Optimization	cs.AI	http://arxiv.org/abs/1110.3385v1
Arxiv	daa3edf2d18d11ea9a8facde48001122	Simulating phase transitions by means of quasi static state changes: the
  capabilities of the time dependent Van der Waals equation of state	cond-mat.soft	http://arxiv.org/abs/1609.09323v1
Arxiv	dc43f85ad18d11ea9a8facde48001122	Physics-Inspired Optimization for Quadratic Unconstrained Problems Using
  a Digital Annealer	physics.comp-ph	http://arxiv.org/abs/1806.08815v3
Arxiv	ddd62152d18d11ea9a8facde48001122	Optimization by Move--Class Deflation	cond-mat.stat-mech	http://arxiv.org/abs/cond-mat/9805137v1
Arxiv	df744bc4d18d11ea9a8facde48001122	Simulated annealing for generalized Skyrme models	hep-ph	http://arxiv.org/abs/hep-ph/0502253v2
Arxiv	e280bf64d18d11ea9a8facde48001122	Finite Element Model Updating Using Response Surface Method	cs.CE	http://arxiv.org/abs/0705.1759v1
Arxiv	e41fd7e2d18d11ea9a8facde48001122	Cryptanalysis of SDES via evolutionary computation techniques	cs.CR	http://arxiv.org/abs/0906.5123v1
Arxiv	e5c0901ed18d11ea9a8facde48001122	Finding the optimum activation energy in DNA breathing dynamics: A
  Simulated Annealing approach	cond-mat.stat-mech	http://arxiv.org/abs/0907.1140v1
Arxiv	e752391ed18d11ea9a8facde48001122	Accelerated Stochastic Sampling of Discrete Statistical Systems	cond-mat.stat-mech	http://arxiv.org/abs/1010.0736v2
Arxiv	e8e229ced18d11ea9a8facde48001122	Faster Convex Optimization: Simulated Annealing with an Efficient
  Universal Barrier	math.OC	http://arxiv.org/abs/1507.02528v2
Arxiv	ea82ccf2d18d11ea9a8facde48001122	Simulating thermal boundary conditions of spin-lattice models with
  weighted averages	cond-mat.dis-nn	http://arxiv.org/abs/1507.08686v3
Arxiv	ec140f68d18d11ea9a8facde48001122	Code Generator for Quantum Simulated Annealing	quant-ph	http://arxiv.org/abs/0908.1633v2
Arxiv	edb2a4ced18d11ea9a8facde48001122	Proposal of a Checking Parameter in the Simulated Annealing Method
  Applied to the Spin Glass Model	cond-mat.dis-nn	http://arxiv.org/abs/1210.7411v6
Arxiv	ef4392eed18d11ea9a8facde48001122	Reconstruction of bremsstrahlung spectra from attenuation data using
  generalized simulated annealing	physics.comp-ph	http://arxiv.org/abs/1411.2932v1
Arxiv	f0e2c8fed18d11ea9a8facde48001122	Convergence Results for a Class of Time-Varying Simulated Annealing
  Algorithms	math.PR	http://arxiv.org/abs/1511.07304v3
Arxiv	f472aa2ad18d11ea9a8facde48001122	Simulated Annealing for JPEG Quantization	cs.MM	http://arxiv.org/abs/1709.00649v1
Arxiv	f612b3f2d18d11ea9a8facde48001122	A Comparison of Genetic Algorithms and Simulated Annealing in Maximizing
  the Thermal Conductivity of Discrete Massive Chains	cond-mat.mtrl-sci	http://arxiv.org/abs/1801.09328v1
Arxiv	f7b29fe2d18d11ea9a8facde48001122	An approximate Itô-SDE based simulated annealing algorithm for
  multivariate design optimization problems	math.OC	http://arxiv.org/abs/1901.10763v1
Arxiv	f9510ff0d18d11ea9a8facde48001122	An Upper Bound for Minimum True Matches in Graph Isomorphism with
  Simulated Annealing	cs.NE	http://arxiv.org/abs/1903.12527v1
Arxiv	fafe60a0d18d11ea9a8facde48001122	Machine Learning Approach for Device-Circuit Co-Optimization of
  Stochastic-Memristive-Device-Based Boltzmann Machine	cs.ET	http://arxiv.org/abs/1905.04431v2
Arxiv	fc9df7ccd18d11ea9a8facde48001122	Parallel in time dynamics with quantum annealers	quant-ph	http://arxiv.org/abs/1909.04929v2
Arxiv	fe3f58e6d18d11ea9a8facde48001122	Simulated annealing based heuristic for multiple agile satellites
  scheduling under cloud coverage uncertainty	eess.SP	http://arxiv.org/abs/2003.08363v1
Arxiv	ffdf5840d18d11ea9a8facde48001122	Chaotic Simulated Annealing by A Neural Network Model with Transient
  Chaos	chao-dyn	http://arxiv.org/abs/chao-dyn/9701021v1
Arxiv	018096a0d18e11ea9a8facde48001122	On the dynamics of Simulated Quantum Annealing in random Ising chains	quant-ph	http://arxiv.org/abs/1809.02124v1
Arxiv	03137f0ad18e11ea9a8facde48001122	Exploring Photometric Redshifts as an Optimization Problem: An Ensemble
  MCMC and Simulated Annealing-Driven Template-Fitting Approach	astro-ph.GA	http://arxiv.org/abs/1508.02484v1
Arxiv	0619bc3cd18e11ea9a8facde48001122	Robust quantum optimizer with full connectivity	quant-ph	http://arxiv.org/abs/1609.06282v1
Arxiv	07aaac1ed18e11ea9a8facde48001122	Computer simulations of randomly branching polymers: Annealed vs.
  quenched branching structures	cond-mat.stat-mech	http://arxiv.org/abs/1610.03000v1
Arxiv	093a053ed18e11ea9a8facde48001122	Can quantum Monte Carlo simulate quantum annealing?	quant-ph	http://arxiv.org/abs/1703.09277v1
Arxiv	0ae7d32ad18e11ea9a8facde48001122	Annealing by simulating the coherent Ising machine	quant-ph	http://arxiv.org/abs/1901.08927v2
Arxiv	0c82c71cd18e11ea9a8facde48001122	Computational hardness of spin-glass problems with tile-planted
  solutions	cond-mat.dis-nn	http://arxiv.org/abs/1907.10809v2
Arxiv	0e1254dad18e11ea9a8facde48001122	Quantum-inspired annealers as Boltzmann generators for machine learning
  and statistical physics	quant-ph	http://arxiv.org/abs/1912.08480v1
Arxiv	0fb192ced18e11ea9a8facde48001122	Transport on an annealed disordered lattice	cond-mat.stat-mech	http://arxiv.org/abs/cond-mat/9906266v1
Arxiv	1152a3fcd18e11ea9a8facde48001122	Stochastic reconstruction of sandstones	cond-mat.mtrl-sci	http://arxiv.org/abs/cond-mat/0007459v1
Arxiv	12e4da64d18e11ea9a8facde48001122	Diffusion in a model metallic glass: heterogeneity and ageing	cond-mat.dis-nn	http://arxiv.org/abs/cond-mat/0502610v1
Arxiv	148662acd18e11ea9a8facde48001122	Annealing diffusions in a slowly growing potential	math.PR	http://arxiv.org/abs/math/0607147v1
Arxiv	17f18aacd18e11ea9a8facde48001122	Reconstruction of the second layer of Ag on Pt(111)	cond-mat.mtrl-sci	http://arxiv.org/abs/0810.2801v2
Arxiv	1983673cd18e11ea9a8facde48001122	Nickel assisted healing of defective graphene	cond-mat.mtrl-sci	http://arxiv.org/abs/1009.0192v1
Arxiv	1b23f2c8d18e11ea9a8facde48001122	Annealing Relaxation of Ultrasmall Gold Nanostructures	cond-mat.mtrl-sci	http://arxiv.org/abs/1410.0391v1
Arxiv	1cb50848d18e11ea9a8facde48001122	Annealed Important Sampling for Models with Latent Variables	stat.ME	http://arxiv.org/abs/1402.6035v1
Arxiv	1e57f80ed18e11ea9a8facde48001122	Measuring free energy in parallel tempering Monte Carlo	cond-mat.dis-nn	http://arxiv.org/abs/1501.03211v1
Arxiv	1fe7e918d18e11ea9a8facde48001122	Enlightening the atomistic mechanisms driving self-diffusion of
  amorphous Si during annealing	cond-mat.mtrl-sci	http://arxiv.org/abs/1101.0065v1
Arxiv	217b602ad18e11ea9a8facde48001122	Shortcuts to adiabaticity for quantum annealing	quant-ph	http://arxiv.org/abs/1610.08605v2
Arxiv	230e11c6d18e11ea9a8facde48001122	Analysis of Nonautonomous Adversarial Systems	stat.ML	http://arxiv.org/abs/1803.05045v1
Arxiv	24adfd48d18e11ea9a8facde48001122	Solving tiling puzzles with quantum annealing	quant-ph	http://arxiv.org/abs/1904.01770v1
Arxiv	264eb76ed18e11ea9a8facde48001122	Dynamic social learning under graph constraints	math.OC	http://arxiv.org/abs/2007.03983v1
Arxiv	2975fb32d18e11ea9a8facde48001122	Exponential Enhancement of the Efficiency of Quantum Annealing by
  Non-Stochastic Hamiltonians	quant-ph	http://arxiv.org/abs/1609.03785v3
Arxiv	2b05379cd18e11ea9a8facde48001122	Classifying Data with Local Hamiltonians	quant-ph	http://arxiv.org/abs/1807.00804v1
Arxiv	2c9711b6d18e11ea9a8facde48001122	Quantum annealing of the $p$-spin model under inhomogeneous transverse
  field driving	quant-ph	http://arxiv.org/abs/1808.01582v2
Arxiv	2e294120d18e11ea9a8facde48001122	The effect of cryogenic thermal cycling on aging, rejuvenation, and
  mechanical properties of metallic glasses	cond-mat.soft	http://arxiv.org/abs/1808.06286v1
Arxiv	2fbce820d18e11ea9a8facde48001122	Enhancing the efficiency of quantum annealing via reinforcement: A
  path-integral Monte Carlo simulation of the quantum reinforcement algorithm	cond-mat.dis-nn	http://arxiv.org/abs/1812.02569v1
Arxiv	314ef7e6d18e11ea9a8facde48001122	Controlled Online Optimization Learning (COOL): Finding the ground state
  of spin Hamiltonians with reinforcement learning	physics.comp-ph	http://arxiv.org/abs/2003.00011v1
Arxiv	32eeffbad18e11ea9a8facde48001122	Total dose radiation and annealing responses of the back transistor of
  Silicon-On-Insulator pMOSFETs	physics.ins-det	http://arxiv.org/abs/1412.6404v1
Arxiv	34805d24d18e11ea9a8facde48001122	Equation-Free Multiscale Computational Analysis of Individual-Based
  Epidemic Dynamics on Networks	math.NA	http://arxiv.org/abs/1012.4194v1
Arxiv	36112e16d18e11ea9a8facde48001122	Reverse Annealing for Nonnegative/Binary Matrix Factorization	cs.LG	http://arxiv.org/abs/2007.05565v1
Arxiv	37b1ac14d18e11ea9a8facde48001122	GPU accelerated population annealing algorithm	physics.comp-ph	http://arxiv.org/abs/1703.03676v2
Arxiv	3b0397ecd18e11ea9a8facde48001122	Tunneling in projective quantum Monte Carlo simulations with guiding
  wave functions	quant-ph	http://arxiv.org/abs/1908.10151v2
Arxiv	3c930674d18e11ea9a8facde48001122	Exactness of the Annealed and the Replica Symmetric Approximations for
  Random Heteropolymers	cond-mat.soft	http://arxiv.org/abs/cond-mat/0004169v1
Arxiv	3e267edad18e11ea9a8facde48001122	Random spreading phenomena in annealed small world networks	cond-mat.stat-mech	http://arxiv.org/abs/cond-mat/0110365v1
Arxiv	3ff1161cd18e11ea9a8facde48001122	Self-organized annealing in laterally inhibited neural networks shows
  power law decay	cond-mat.dis-nn	http://arxiv.org/abs/cond-mat/0401633v2
Arxiv	419187c2d18e11ea9a8facde48001122	Diffusion and clustering of substitutional Mn in (Ga,Mn)As	cond-mat.mtrl-sci	http://arxiv.org/abs/cond-mat/0603135v1
Arxiv	4322ca06d18e11ea9a8facde48001122	Quantum annealing of an Ising spin-glass by Green's function Monte Carlo	cond-mat.dis-nn	http://arxiv.org/abs/cond-mat/0608420v1
Arxiv	44b38a86d18e11ea9a8facde48001122	Structure and magnetic properties of nanocrystalline PrCo3	cond-mat.mtrl-sci	http://arxiv.org/abs/1004.0307v2
Arxiv	4645fbccd18e11ea9a8facde48001122	Extending fragment-based free energy calculations with library Monte
  Carlo simulation: Annealing in interaction space	q-bio.QM	http://arxiv.org/abs/1006.4111v2
Arxiv	47d673f4d18e11ea9a8facde48001122	Nonequilibrium work on spin glasses in longitudinal and transverse
  fields	cond-mat.dis-nn	http://arxiv.org/abs/1104.0484v2
Arxiv	4966796cd18e11ea9a8facde48001122	Quantum Annealing for Dirichlet Process Mixture Models with Applications
  to Network Clustering	cond-mat.dis-nn	http://arxiv.org/abs/1305.4325v1
Arxiv	4c6e0396d18e11ea9a8facde48001122	Quantum Searches in a Hard 2SAT Ensemble	quant-ph	http://arxiv.org/abs/1412.5460v1
Arxiv	4e0edd10d18e11ea9a8facde48001122	Temporal and Dose Kinetics of Tunnel Relaxation of Non-Equilibrium
  Near-Interfacial Charged Defects in Insulators	cond-mat.mes-hall	http://arxiv.org/abs/1504.04525v1
Arxiv	4f9f6c26d18e11ea9a8facde48001122	Optimization of Convolutional Neural Network using Microcanonical
  Annealing Algorithm	cs.CV	http://arxiv.org/abs/1610.02306v1
Arxiv	513f78aad18e11ea9a8facde48001122	Non-Stoquastic Interactions in Quantum Annealing via the
  Aharonov-Anandan Phase	quant-ph	http://arxiv.org/abs/1701.07494v1
Arxiv	52cebe24d18e11ea9a8facde48001122	Quantum Optimization of Fully-Connected Spin Glasses	cond-mat.dis-nn	http://arxiv.org/abs/1406.7553v1
Arxiv	546050f4d18e11ea9a8facde48001122	Understanding the dynamics of rings in the melt in terms of annealed
  tree model	cond-mat.soft	http://arxiv.org/abs/1409.1483v1
Arxiv	55f067ecd18e11ea9a8facde48001122	Optical and electronic properties of sub-surface conducting layers in
  diamond created by MeV B-implantation at elevated temperatures	cond-mat.mtrl-sci	http://arxiv.org/abs/1602.00171v2
Arxiv	5782cc4ed18e11ea9a8facde48001122	A Coherent Quantum Annealer with Rydberg Atoms	quant-ph	http://arxiv.org/abs/1611.02594v1
Arxiv	591b0f30d18e11ea9a8facde48001122	Improving Graphene-metal Contacts: Thermal Induced Polishing	cond-mat.mes-hall	http://arxiv.org/abs/1801.04785v1
Arxiv	5acb61fed18e11ea9a8facde48001122	Surface reconstruction, premelting, and collapse of open-cell nanoporous
  Cu via thermal annealing	cond-mat.mtrl-sci	http://arxiv.org/abs/1802.02298v1
Arxiv	5ddec0a2d18e11ea9a8facde48001122	Effect of annealing temperature on photovoltaic properties of spin
  coated CdS films	cond-mat.mtrl-sci	http://arxiv.org/abs/1804.04493v2
Arxiv	5fe914d8d18e11ea9a8facde48001122	Optical properties of spin coated and sol-gel dip coated cupric oxide
  thin films	physics.app-ph	http://arxiv.org/abs/1806.03976v1
Arxiv	61898430d18e11ea9a8facde48001122	Toward Practical-Scale Quantum Annealing Machine for Prime Factoring	quant-ph	http://arxiv.org/abs/1809.01425v1
Arxiv	63196a68d18e11ea9a8facde48001122	Flight Gate Assignment with a Quantum Annealer	quant-ph	http://arxiv.org/abs/1811.09465v2
Arxiv	64b789c2d18e11ea9a8facde48001122	Localization in the constrained quantum annealing of graph coloring	quant-ph	http://arxiv.org/abs/1902.07888v6
Arxiv	66473512d18e11ea9a8facde48001122	Solving large Minimum Vertex Cover problems on a quantum annealer	quant-ph	http://arxiv.org/abs/1904.00051v3
Arxiv	67fc9f0ad18e11ea9a8facde48001122	Aging and rejuvenation during elastostatic loading of amorphous alloys	cond-mat.soft	http://arxiv.org/abs/1905.00761v1
Arxiv	698bd476d18e11ea9a8facde48001122	Highly parallel algorithm for the Ising ground state searching problem	quant-ph	http://arxiv.org/abs/1907.05124v2
Arxiv	6b2a6996d18e11ea9a8facde48001122	The effect of thermal history on the atomic structure and mechanical
  properties of amorphous alloys	cond-mat.soft	http://arxiv.org/abs/1908.00464v1
Arxiv	6cbbf3e2d18e11ea9a8facde48001122	One-dimensional Janus fluids. Exact solution and mapping from the
  quenched to the annealed system	cond-mat.stat-mech	http://arxiv.org/abs/2002.12601v2
Arxiv	6fd5cd14d18e11ea9a8facde48001122	Hybrid Quantum Annealing via Molecular Dynamics	quant-ph	http://arxiv.org/abs/2004.03972v1
Arxiv	717606d4d18e11ea9a8facde48001122	Approximate Approximation on a Quantum Annealer	quant-ph	http://arxiv.org/abs/2004.09267v1
Arxiv	73152ee8d18e11ea9a8facde48001122	A delayed yielding transition in mechanically annealed binary glasses at
  finite temperature	cond-mat.soft	http://arxiv.org/abs/2006.02878v1
Arxiv	74b58234d18e11ea9a8facde48001122	Physics Successfully Implements Lagrange Multiplier Optimization	cs.ET	http://arxiv.org/abs/2007.05882v2
Arxiv	7654d11cd18e11ea9a8facde48001122	Decoherence in adiabatic quantum computation	quant-ph	http://arxiv.org/abs/1503.08767v2
Arxiv	77eead36d18e11ea9a8facde48001122	Study of the Nonequilibrium Critical Quenching and Annealing Dynamics
  for the Long-Range Ising Model	cond-mat.stat-mech	http://arxiv.org/abs/0908.1518v2
Arxiv	79920926d18e11ea9a8facde48001122	Modeling of the transient interstitial diffusion of implanted atoms
  during low-temperature annealing of silicon substrates	cond-mat.mtrl-sci	http://arxiv.org/abs/1108.4154v2
Arxiv	7b244fced18e11ea9a8facde48001122	Developing Quantum Annealer Driven Data Discovery	quant-ph	http://arxiv.org/abs/1603.07980v1
Arxiv	7cc78102d18e11ea9a8facde48001122	Finding Maximum Cliques on the D-Wave Quantum Annealer	quant-ph	http://arxiv.org/abs/1801.08649v3
Arxiv	7e69e32ed18e11ea9a8facde48001122	A small-world search for quantum speedup: How small-world interactions
  can lead to improved quantum annealer designs	quant-ph	http://arxiv.org/abs/1805.09510v2
Arxiv	817d12cad18e11ea9a8facde48001122	Restricted Boltzmann Machines for galaxy morphology classification with
  a quantum annealer	quant-ph	http://arxiv.org/abs/1911.06259v2
Arxiv	83ba8388d18e11ea9a8facde48001122	A regression algorithm for accelerated lattice QCD that exploits sparse
  inference on the D-Wave quantum annealer	quant-ph	http://arxiv.org/abs/1911.06267v1
Arxiv	855c23a4d18e11ea9a8facde48001122	What is the Computational Value of Finite Range Tunneling?	quant-ph	http://arxiv.org/abs/1512.02206v4
Arxiv	86ebefd8d18e11ea9a8facde48001122	Energy-Efficient Offloading in Mobile Edge Computing with Edge-Cloud
  Collaboration	cs.DC	http://arxiv.org/abs/1811.03767v1
Arxiv	888a5280d18e11ea9a8facde48001122	Compilation of Fault-Tolerant Quantum Heuristics for Combinatorial
  Optimization	quant-ph	http://arxiv.org/abs/2007.07391v1
Arxiv	8a2b6a84d18e11ea9a8facde48001122	Algorithmic Cooling of a Quantum Simulator	quant-ph	http://arxiv.org/abs/1207.7111v1
Arxiv	8bca82eed18e11ea9a8facde48001122	Size and Location Control of Si Nanocrystals at Ion Beam Synthesis in
  Thin SiO2 Films	cond-mat.mtrl-sci	http://arxiv.org/abs/cond-mat/0208137v1
Arxiv	8d5a2042d18e11ea9a8facde48001122	Thin Absolute Villains	hep-lat	http://arxiv.org/abs/hep-lat/9510030v1
Arxiv	8eec0fbad18e11ea9a8facde48001122	An approximate Bayesian marginal likelihood approach for estimating
  finite mixtures	stat.ME	http://arxiv.org/abs/1106.4432v4
Arxiv	907be7ced18e11ea9a8facde48001122	Quantum Monte Carlo tunneling from quantum chemistry to quantum
  annealing	quant-ph	http://arxiv.org/abs/1703.08189v1
Arxiv	93831b04d18e11ea9a8facde48001122	Autonomous Control of a Line Follower Robot Using a Q-Learning
  Controller	cs.RO	http://arxiv.org/abs/2001.08841v1
Arxiv	952253bcd18e11ea9a8facde48001122	Multi-stage Three Dimensional Sweeping and Annealing of Disc Galaxies in
  Clusters	astro-ph	http://arxiv.org/abs/astro-ph/0107570v2
Arxiv	96b2fb6ed18e11ea9a8facde48001122	Sparse approximation problem: how rapid simulated annealing succeeds and
  fails	cs.IT	http://arxiv.org/abs/1601.01074v2
Arxiv	984335b6d18e11ea9a8facde48001122	A simulated annealing approach to the student-project allocation problem	cs.AI	http://arxiv.org/abs/1810.11370v1
Arxiv	99d3b0ead18e11ea9a8facde48001122	An improved variant of simulated annealing that converges under fast
  cooling	math.PR	http://arxiv.org/abs/1901.10269v6
Arxiv	9b759120d18e11ea9a8facde48001122	Using simulated annealing for locating array construction	cs.SE	http://arxiv.org/abs/1909.13090v1
Arxiv	9d13f418d18e11ea9a8facde48001122	Stochastic Annealing	cond-mat.stat-mech	http://arxiv.org/abs/cond-mat/0301179v1
Arxiv	9ea3fff8d18e11ea9a8facde48001122	Topological structures and phases in U(1) gauge theory	hep-lat	http://arxiv.org/abs/hep-lat/9412066v1
Arxiv	a0359d40d18e11ea9a8facde48001122	A class of non homogeneous self interacting random processes with
  applications to learning in games and vertex-reinforced random walks	math.PR	http://arxiv.org/abs/0806.0806v1
Arxiv	a1d57bacd18e11ea9a8facde48001122	Gauge fixing in lattice QCD with multi-GPUs	hep-lat	http://arxiv.org/abs/1305.3440v1
